Product_Name,Number_Of_Reviews,Rating,Product_Price,Product_URL,Description,ASIN,Product_Description_Table,Manufacturer
"Safari Quill Laptop Backpack 26 Ltrs Water Resistant Fabric - Black, L (QUILL19CBBLK)",675,3.9,[899],https://www.amazon.in/Safari-Laptop-Backpack-Resistant-Fabric/dp/B09B25Z8M2/ref=sr_1_20?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-20," 100% Polyester, High Quality, Durable and Water Resistant Fabric  , 2 compartment backpack with a padded sleeve for laptops, can hold upto 17 inch laptop/notebook  , Front storage pocket keeps smaller items neatly organized and easy to access  , Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects  , Age Range Description: Adult; Closure Type: Zipper; Special Features: Lightweight  ",B09B25Z8M2,"{'product_description': ['Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.'], 'from_manufacturer_text': [], 'Product Dimensions': '46 x 32 x 16 cm; 350 Grams', 'Date First Available': '22 July 2021', 'Manufacturer': 'Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059', 'ASIN': 'B09B25Z8M2', 'Item model number': 'QUILL19CBBLK', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Packer': '302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059', 'Importer': '302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059', 'Item Weight': '350 g', 'Item Dimensions LxWxH': '46 x 32 x 16 Centimeters', 'Generic Name': 'Laptop Backpack'}","Safari Industries, 302-303, A Wing, The Qube CTS No.1498, A/2, Sir Mathuradas Vasanji Rd, Marol, Andheri East, Mumbai, Maharashtra 400059"
Half Moon 35 ltrs (33 cms)backpack(Navy Laptop Bags_navy blue),14910,3.9,[689],https://www.amazon.in/Half-Moon-Waterproof-Backpack-Students/dp/B085MHDJ93/ref=sr_1_19?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-19," SPACIOUS AND LIGHTWEIGHT: Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside (Upto 17 inches), with padding for safety, and space for laptop accessories like charger, etc. Second large compartment for books, files and all your day to day essentials. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort  , COMFORT WITH QUALITY: This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers, It comes with a 9 Month Warranty. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women  , PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 45 cm X 31 cm X 22 cm  , BACK SUPPORT: We have designed the bag keeping your comfort in mind. Shoulder has high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily.  , OTHER FEATURES: Strong and durable zippers, 9 Months Warranty, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment (can carry laptops of size 13, 14, 15.6 & 17 inches), Reflector Logo.  ",B085MHDJ93,"{'product_description': [], 'from_manufacturer_text': ['Half Moon Backpack - A Quality of Backpacks', ""We(Half Moon) are sellers and manufacturers of various types of Customized Bags. Our product array comprises Backpacks, Sports Bags, Duffel Bags, Drawstring Bags, etc. These bags accomplish the customer's specifications and requirements. We provide these bags in numerous colors, designs, shapes, shades, patterns, etc. Our bags are known for lightweight, easy carrying, versatile usage, and durable nature."", 'Features', 'Casual Stylish Backpack', 'This trendy backpack comes with multiple pockets and compartments and is very spacious and can accommodate all your stuff and will still be left with more space. With all features like padded handle, padded laptop compartment, reflector logo, bottle pockets, rain/dust cover etc, there is nothing that this backpack does not offer.', 'Backpack for Every Needs', 'This MADE IN INDIA Product features 3 large zippered compartments, 2 water bottle /umbrella pockets, Rain cover, Laptop Compartment, Top padded Handle for comfort. Its ergonomics comfortable design makes you forget the load you are carrying,', 'Spacious compartments', 'This casual backpack comes with three spacious zippered compartments which can accommodate your notebooks and other essentials with ease. Store your umbrella, notebooks and water bottle in this spacious bag and move around comfortably all day.', 'Comfort & Quality', 'This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.', 'Rain / Dust Cover', 'This backpack includes a separate rain/dust cover which can be very handy. It keeps your valuables safe and secure from rain and dust and keeps the backpack neat and clean for a longer period of time.', 'Proudly Made in India', ""Half Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials."", 'Shipped Directly from Factory', 'Half Moon offers high-quality bags at the lowest prices. We offer bags directly from factory to the customer to provide the bag at lowest prices possible.'], 'Product Dimensions': '21 x 33 x 48 cm; 600 Grams', 'Date First Available': '28 February 2020', 'Manufacturer': 'Amazing Bags, Half_Moon, New Delhi', 'ASIN': 'B085MHDJ93', 'Item model number': 'bag for men', 'Country of Origin': 'India', 'Department': 'Unisex Adult and Child', 'Item Weight': '600 g', 'Item Dimensions LxWxH': '21 x 33 x 48 Centimeters'}","Amazing Bags, Half_Moon, New Delhi"
Dopenain 27 L Casual/ Laptop Bag/Office School College Teens & Students /Backpack for Men Women Boys with Rain Cover,19,3.4,[489],https://www.amazon.in/Dopenain-Casual-College-Students-Backpack/dp/B0BG2V1VJ7/ref=sr_1_18_sspa?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365388&sprefix=bag%2Caps%2C551&sr=8-18-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1," ? MATERIAL: Polyester; ? Compartment Description:- Up To 15 Inches; Color Name: Blue & Black; Special Features: Bottle Holder; Pocket Description: Utility Pocket; Pattern Name: Solid; Style Name: Daypack Backpacks.   , ? Special Features:- Padded breathable back with adjustable shoulder straps which protect the backbone and help to relieve stress on shoulders, lightweight, bottle holder, and rain cover. Made in India.   , ? Consumer:- Suitable for men, women, students, boys & girls, can be used as a school, college, office, or day traveling backpacks.   , ? Dimension:- 32 x 18 x 48 cm, Number of Compartment: 3 full size compartments, Laptop Compartment : Padded laptop compartment, Capacity: 27 Liters, Laptop Size: 13 to 15 inches.   , Water Resistance Level: Not Water Resistant; Closure Type: Zipper; Age Range Description: Adult   ",B0BG2V1VJ7,"{'product_description': ['Compartment Description:- Up To 15 Inches; Color Name: Blue & Black; Special Features: Bottle Holder; Pocket Description: Utility Pocket; Pattern Name: Solid; Style Name: Daypack Backpacks Special Features:- Padded breathable back with adjustable shoulder straps which protect the backbone and help to relieve stress on shoulders, lightweight, bottle holder, and rain cover. Made in India. Consumer:- Suitable for men, women, students, boys & girls, can be used as a school, college, office, or day traveling backpacks Dimension:- 32 x 18 x 48 cm, Number of Compartment: 3 full-size compartments, Laptop Compartment: Padded laptop compartment, Capacity: 27 Liters, Laptop Size: 13 to 15 inches. MATERIAL: Polyester'], 'from_manufacturer_text': [], 'Product Dimensions': '32 x 18 x 48 cm; 600 Grams', 'Date First Available': '21 September 2022', 'Manufacturer': 'Dopenain, Dopenain (ecom.medinain@gmail.com) (+91 9315356002)', 'ASIN': 'B0BG2V1VJ7', 'Item model number': 'Dope_Backpack', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Packer': 'Dopenain (ecom.medinain@gmail.com) (+91 9315356002)', 'Item Weight': '600 g', 'Item Dimensions LxWxH': '32 x 18 x 48 Centimeters', 'Net Quantity': '1.00 count', 'Generic Name': 'Backpack'}","Dopenain, Dopenain (ecom.medinain@gmail.com) (+91 9315356002)"
TRUE HUMAN 32 Ltrs laptop backpack ( cooper blue ),99,3.6,[625],https://www.amazon.in/TRUE-HUMAN-laptop-backpack-cooper/dp/B0BKTQ48D5/ref=sr_1_245_sspa?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365479&sprefix=bag%2Caps%2C551&sr=8-245-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9idGY&psc=1," Care Instructions: Wipe with Dry Cloth  , PREMIUM MATERIAL: Made from high quality, Premium quality smooth zippers, pullers, buckles.  , Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.  , Age Range Description: Adult; Style Name:cooper  , USB FEATURE : External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.  , EXPANDABLE  ",B0BKTQ48D5,"{'product_description': [], 'from_manufacturer_text': ['True human Backpack', 'True human, a premium travel accessories brand, focusing on quality products that inspire people to explore and pursue fashion, high efficiency and unique lifestyle.', 'Superior & Durability', 'Made of durable and water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different', 'Multiple Compartments', 'The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease', 'USB Charging Port', 'External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices.', 'Multi-Level Organizer', 'The backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band', 'TRUE HUMAN', 'To create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment!.', 'Our range of laptop bags and sleeves are ergonomically designed to feature convenience, comfort, protection and ease to carry your electronic gadgets.'], 'Product Dimensions': '33 x 45 x 12 cm; 480 Grams', 'Date First Available': '4 January 2023', 'Manufacturer': 'rama luxury store', 'ASIN': 'B0BKTQ48D5', 'Item model number': 'COOPER-BLUE', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Packer': 'rama luxury store', 'Item Weight': '480 g', 'Item Dimensions LxWxH': '33 x 45 x 12 Centimeters'}",rama luxury store
NORTH ZONE 30 ltrs ( Cms) backpack(INVALID DATA_grey),33,3.7,[599],https://www.amazon.in/NORTH-ZONE-backpack-INVALID-DATA_grey/dp/B0BH8S9QGH/ref=sr_1_209_sspa?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365479&sprefix=bag%2Caps%2C551&sr=8-209-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1," KEY FEATURES - Black Colour Laptop Backpack for Men and Women for Stylish Office use as well as for Trendy College students. Huge compartment size that can fit upto a 15.6 inch Laptop with ease. Multiple pockets for other accessories.   , Charging On the Go - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging. IMPORTANT NOTE: We do NOT provide Free Portable Charger with the Bag   , Anti Theft Design - This backpack by Fur Jaden has anti theft design where zipper of the main pocket is hidden at the back. No thief, intruder or robber can find a way to open the backpack, making this totally theft proof. There are secret pockets on the shoulder strap and on the sides of the bag allowing us to keep travel documents, boarding pass, credit cards, mobile phone, earphones etc.   , Essence of Fur Jaden - We craft signature Laptop Backpacks and Casual Backpacks that are young, vibrant and fashionable, and yet a celebration of timeless style, luxe and sophistication. We strive to make thoughtful designs that are high on aesthetics as well as on utility and functionality.; 100% Genuine NORTHZONE Men products, 10 days No Question asked replacement guarantee from the date of delivery   , Age Range Description: Adult; Color Name: Grey; Lining Description: Polyester; Pattern Name: Solid; Material Type: Polyester   ",B0BH8S9QGH,"{'product_description': ['NORTH ZONE is inspired by the generation of young achievers. They aim to craft accessories with thoughtful design, good aesthetics and functionality which could accompany many confident men and women who face their urban adventures with effortless charm, cool confidence, and fearless spirit. If you ever wanted a versatile bag that is suitable for you work, school/college or your leisure getaways, the NORTHZONE anti-theft backpack is your best bet.'], 'from_manufacturer_text': [], 'Package Dimensions': '41 x 36 x 3.5 cm; 460 Grams', 'Date First Available': '4 October 2022', 'ASIN': 'B0BH8S9QGH', 'Item model number': 'ANTI-01', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Item Weight': '460 g'}",
Lavie Women's Ushawu Satchel Bag | Ladies Purse Handbag,5471,4.1,[1300],https://www.amazon.in/Lavie-Womens-Ushawu-Satchel-Handbag/dp/B0B3JBRB6J/ref=sr_1_243?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365479&sprefix=bag%2Caps%2C551&sr=8-243," Stylish & structured handbag with a compact shape and premium texture.  , This bag has a main spacious compartment with a divider zip pocket to provide you enough space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses etc.  , Features dual round handles, it comes with an adjustable and deatchable sling strap.  , A perfect handbag from Lavie which will help you carry with style all your essentials for the day.  , It comes in a couple of beautiful shades to fit your preferences and selection.  ",B0B3JBRB6J,"{'product_description': [], 'from_manufacturer_text': ['International Designs', 'Our dedicated design team studies global fashion trends and curates a new range of bags every fortnight. Lavie bags are functional and desirable with Fast Fashion at its core!', 'Cruelty Free Material', 'Lavie caters to the ethical and environment conscious millennial and in our efforts to remain cruelty free, we only use vegan leather material', 'Brand Heritage', 'Lavie is a premium handbags brand launched in 2010. Today it is known to be one of Indias leading lifestyle brands. Lavie has won various accolades over the years', 'Interior of Satchels', 'Lavie satchels are loaded with practical features such as spacious compartments, slip pockets for mobiles & chargers, inner zippers to safely keep the ID cards& keys', 'Premium Hardware on Satchels', 'Lavie Satchel Bags use a high shine metallic logo and also superior quality hardware that is solid, holds the bag in its shape and shines through its life-cycle', 'Sturdy Satchels', 'Made from high quality man-made leather, Lavie satchel bags are durable and suitable for daily use. Carry it for work, shopping, travel, movies, college and more'], 'Product Dimensions': '25 x 10 x 24 cm; 350 Grams', 'Date First Available': '6 July 2022', 'Manufacturer': 'Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai  400093', 'ASIN': 'B0B3JBRB6J', 'Item model number': 'HMGJ835206N2', 'Country of Origin': 'India', 'Department': 'Womens', 'Packer': 'Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai  400093', 'Importer': 'Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai  400093', 'Item Weight': '350 g', 'Item Dimensions LxWxH': '25 x 10 x 24 Centimeters', 'Included Components': 'Handbag', 'Generic Name': 'Ushawu Small Satchel'}","Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai  400093"
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,195,4.0,[631],https://www.amazon.in/NORTH-ZONE-backpack-INVALID-DATA_navy/dp/B0BL3SPN16/ref=sr_1_241_sspa?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365480&sprefix=bag%2Caps%2C551&sr=8-241-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1," COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g; HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items   , CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use   , CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.   , HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.   , Pattern Name: Solid; Water Resistance Level: Waterproof; Age Range Description: Adult; Pocket Description: Utility Pocket   ",B0BL3SPN16,"{'product_description': ['If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily.'], 'from_manufacturer_text': [], 'Product Dimensions': '18 x 12 x 7 cm; 499 Grams', 'Date First Available': '1 November 2022', 'Manufacturer': 'Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086', 'ASIN': 'B0BL3SPN16', 'Item model number': 'DINY01', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Packer': 'Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086', 'Importer': 'Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086', 'Item Weight': '499 g', 'Item Dimensions LxWxH': '18 x 12 x 7 Centimeters', 'Net Quantity': '1.00 count'}","Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086"
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,195,4.0,[631],https://www.amazon.in/NORTH-ZONE-backpack-INVALID-DATA_navy/dp/B0BL3SPN16/ref=sr_1_257_sspa?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365480&sprefix=bag%2Caps%2C551&sr=8-257-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1," COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g; HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items   , CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use   , CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.   , HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.   , Pattern Name: Solid; Water Resistance Level: Waterproof; Age Range Description: Adult; Pocket Description: Utility Pocket   ",B0BL3SPN16,"{'product_description': ['If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily.'], 'from_manufacturer_text': [], 'Product Dimensions': '18 x 12 x 7 cm; 499 Grams', 'Date First Available': '1 November 2022', 'Manufacturer': 'Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086', 'ASIN': 'B0BL3SPN16', 'Item model number': 'DINY01', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Packer': 'Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086', 'Importer': 'Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086', 'Item Weight': '499 g', 'Item Dimensions LxWxH': '18 x 12 x 7 Centimeters', 'Net Quantity': '1.00 count'}","Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086"
"Kuber Industries Large Size Crystal Clear Plastic Cosmetic Bags Travel PVC Vinyl Toiletry Bag, Zipper Large Transparent Waterproof Make-Up Case Organizer Bag (Blue) (F_26_KUBBMART017038)",20,3.8,[244],https://www.amazon.in/Kuber-Industries-Transparent-Waterproof-F_26_KUBBMART017038/dp/B08WK5WQ3K/ref=sr_1_244?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365479&sprefix=bag%2Caps%2C551&sr=8-244," Package Contents: 1 Transparent Travel Toiletry Bag  , Material : PVC, Color : Blue  , Dimension: 30cm x 20cm x 15cm  , Easily Organize, Top Efficiency : The clear pouch has one main compartment with a heavy-duty double zipper that makes everything simpler to use. This way, you will never lose your makeup or toiletries in complicated carrying bags. Also make use of external pocket  , WATERPROOF PVC material: Take it to the pool or beach, throw in a larger tote or travel bag & know your items are protected from moisture or sand! Easy to wipe clean  ",B08WK5WQ3K,"{'Department': 'unisex-adult', 'Manufacturer': 'Kuber Industries, KUBER INDUSTRIES, JALAJ G1-184 & 185, EPIP, BANK OF BARODA,LANE, GARMENT ZONE, SITAPURA,JAIPUR,(RAJ) 302012, Mob:-8505030382', 'Country of Origin': 'India', 'Item model number': 'F_26_KUBBMART017038', 'Product Dimensions': '30 x 20 x 15 cm; 200 Grams', 'ASIN': 'B08WK5WQ3K', 'product_description': ['The premium clear cosmetic organizer was designed as a real help for both men and women who love to travel while also being organized. With enough room for all your essentials, our top toiletry pouch is the only accessory you need for your next trip!'], 'from_manufacturer_text': ['Kuber Industries', 'is a customer-loved brand that brings you everything you need to make a house a home. Right from nifty storage solutions to smart kitchen essentials, our products are known for their premium and durable quality.', 'Why Us?', 'The quality, and durability of our products, combined with affordability sets us apart. Find everything your home needs, hassle-free at Kuber.', 'Organization Section', 'Visit the Store', 'Cook up a storm', 'Visit the Store', 'What makes our products unique?', 'Our team offers functionality to the home of our customers who trust us to be a part of their homes and everyday lives.', 'Why we love what we do?', ""We enjoy building products for our customer's homes. Running a home comes with its own challenges. We believe in constant innovation within the Indian household to ease its functionality and increase productivity."", 'How we get our start?', 'Every time we see customers looking for a solution to their home needs our team goes to the drawing board to build new products and improve on existing solutions.'], 'Packer': 'KUBER INDUSTRIES, JALAJ G1-184 & 185, EPIP, BANK OF BARODA,LANE, GARMENT ZONE, SITAPURA,JAIPUR,(RAJ) 302012, Mob:-8505030382', 'Item Weight': '200 g', 'Item Dimensions LxWxH': '30 x 20 x 15 Centimeters', 'Net Quantity': '1 count', 'Included Components': '1 Transparent Travel Toiletry Bag', 'Generic Name': 'Toiletry Bag', 'Best Sellers Rank': ''}","Kuber Industries, KUBER INDUSTRIES, JALAJ G1-184 & 185, EPIP, BANK OF BARODA,LANE, GARMENT ZONE, SITAPURA,JAIPUR,(RAJ) 302012, Mob:-8505030382"
NORTH ZONE Lightweight school bags Backpacks for Boys Girls Stylish men and women Casual Travel Laptop Bag College office,195,4.0,[631],https://www.amazon.in/NORTH-ZONE-backpack-INVALID-DATA_navy/dp/B0BL3SPN16/ref=sr_1_289_sspa?crid=2EPPM1MX5J2JV&keywords=bags&qid=1675365480&sprefix=bag%2Caps%2C551&sr=8-289-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA&psc=1," COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g; HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items   , CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use   , CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.   , HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.   , Pattern Name: Solid; Water Resistance Level: Waterproof; Age Range Description: Adult; Pocket Description: Utility Pocket   ",B0BL3SPN16,"{'product_description': ['If you carry your laptop to and from work, then this laptop bag from Northzone will definitely make travelling easier. Compatibility This backpack can fit a 38.1 cm laptop comfortably. Compartments This bag has three spacious compartments to store the laptop, charger, external devices, and other accessories with ease. Pockets The two mesh pockets on either sides of this black and blue backpack allow you to store a water bottle, ID card and other knick-knacks, so you can access them easily.'], 'from_manufacturer_text': [], 'Product Dimensions': '18 x 12 x 7 cm; 499 Grams', 'Date First Available': '1 November 2022', 'Manufacturer': 'Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086', 'ASIN': 'B0BL3SPN16', 'Item model number': 'DINY01', 'Country of Origin': 'India', 'Department': 'unisex-adult', 'Packer': 'Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086', 'Importer': 'Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086', 'Item Weight': '499 g', 'Item Dimensions LxWxH': '18 x 12 x 7 Centimeters', 'Net Quantity': '1.00 count'}","Northzone, Plot no 35 to 40 KH.No. 28/2 Ground Floor Agar Nagar Prem Nagar Phase 3 Delhi 110086"
